model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,rating,year,brand_Google,brand_Infinix,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Vivo,brand_Xiaomi,os_iOS,processor_Dimensity 9300,processor_Exynos 2400,processor_Helio G99,processor_Snapdragon 6 Gen 1,processor_Snapdragon 7+ Gen 2,processor_Snapdragon 8 Gen 3,processor_Tensor G4,release_month_August,release_month_December,release_month_February,release_month_January,release_month_July,release_month_June,release_month_March,release_month_May,release_month_November,release_month_October,release_month_September
Pixel 9 Pro,141,8,128,108,4500,7.0,120,1,4.5,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
A98,1322,8,256,12,6000,5.8,18,1,3.8,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Galaxy M55,400,12,1024,108,6000,7.2,100,1,3.8,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
V30,488,4,512,48,5500,5.8,44,0,4.9,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nord 4,853,4,512,48,4500,6.3,18,0,4.7,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
iPhone 16 Pro,336,8,512,64,4500,6.3,120,1,3.8,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
GT 20 Pro,464,8,512,12,6000,6.6,120,1,4.5,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Galaxy S24,1498,16,512,50,5000,5.7,120,1,3.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Galaxy M55,278,8,128,200,4000,5.7,100,0,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy Z Fold6,1215,4,256,12,4500,5.9,33,1,4.4,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
A98,1282,12,1024,200,5000,6.6,120,0,4.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Mi 13 Ultra,882,16,512,48,5500,5.9,65,1,4.0,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Zero 30,814,4,512,108,5000,7.2,44,0,4.1,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
V29e,820,4,512,108,4500,6.3,33,1,3.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Galaxy S24 Ultra,1381,4,64,48,5500,5.6,100,0,3.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
GT 20 Pro,429,4,128,108,4500,6.9,100,1,4.2,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Zero 30,808,12,64,200,5000,7.1,44,1,4.8,2025,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
iPhone 16,492,12,64,12,4500,6.6,33,0,4.1,2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Narzo 70,1150,4,128,50,4000,5.7,100,1,3.8,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Find X7,492,16,256,200,4000,6.3,18,1,4.0,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pixel 9 Pro,1337,6,128,200,4000,5.9,100,1,3.5,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
V29e,1220,16,512,12,5500,5.7,100,1,3.9,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reno 12,567,6,128,108,5000,6.8,100,1,5.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
GT Neo 6,1044,16,1024,64,6000,6.9,33,0,4.7,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
iPhone 16 Pro,1204,4,128,200,4500,6.4,100,1,3.8,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mi 14,1363,16,1024,50,4000,6.7,100,0,4.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
X100 Pro,1495,6,64,64,5000,5.6,18,1,4.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Y200,497,4,128,12,4000,6.5,65,0,4.3,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
iPhone 16 Pro Max,933,8,1024,48,5500,5.7,65,1,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy M55,729,6,128,12,5500,7.1,65,1,4.9,2025,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy Z Fold6,1189,16,256,64,6000,6.4,44,1,3.7,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pixel 8,1278,4,1024,64,6000,5.5,65,0,4.2,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
OnePlus 13,1292,8,512,48,5500,7.0,33,0,4.5,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Hot 40,548,4,512,50,4500,7.2,100,1,4.4,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
iPhone 14,818,4,64,48,4000,7.1,33,0,5.0,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
11 Pro+,809,12,64,48,4000,6.2,65,0,4.0,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Y100A,1218,16,256,48,5000,6.8,65,1,3.5,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
V30,823,6,512,108,4000,6.0,33,0,4.0,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy S24,898,12,128,12,6000,6.3,44,0,4.9,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
C65,857,8,512,12,4000,6.1,65,0,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Nord CE 4 Lite,1064,6,512,200,6000,6.0,100,0,4.4,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Pixel 7a,1426,4,64,108,5000,6.6,100,0,5.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
iPhone 14,715,4,128,200,4000,6.1,100,1,4.9,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mi 14,1038,12,64,12,5500,5.8,100,1,3.9,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pixel Fold 2,670,16,64,64,5500,6.1,120,1,4.8,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Note 40 Pro,825,12,128,12,4500,6.0,44,0,4.8,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 9,1300,16,256,64,4000,6.9,65,0,3.7,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pixel 9 Pro,966,4,512,64,6000,6.8,44,0,4.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
GT Neo 6,1317,6,512,50,5500,6.2,65,1,4.7,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Poco F6,1255,6,64,200,5000,6.6,100,1,4.1,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Galaxy A75,1034,16,64,48,6000,6.1,18,0,4.0,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
OnePlus 12,299,12,512,50,4000,6.5,65,1,4.6,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Narzo 70,1042,6,256,64,6000,6.5,120,1,4.7,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Y100A,1165,6,64,48,4500,6.2,65,1,3.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pixel 8,1139,12,128,50,5500,6.2,120,0,4.8,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
V29e,151,6,512,108,4500,6.1,100,0,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
C65,830,4,512,48,4500,6.8,120,0,5.0,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
A98,166,8,64,12,6000,6.4,65,1,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
GT 20 Pro,858,4,256,200,6000,7.0,100,1,4.4,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Zero 30,318,6,64,50,4500,5.7,44,1,3.8,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
X100 Pro,773,12,128,12,4000,7.2,65,1,4.1,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy A75,1199,12,256,12,6000,6.1,100,1,3.5,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
11 Pro+,1274,6,1024,64,4000,6.8,44,1,4.3,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Note 40 Pro,736,6,256,50,6000,6.0,100,0,4.9,2025,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pixel 8,920,4,256,200,4000,5.5,18,1,3.5,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 14,497,4,128,50,4500,5.9,33,1,3.8,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Pixel 8,1397,6,64,48,4000,5.6,100,1,4.8,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pixel 7a,983,4,512,50,5000,6.8,100,1,4.0,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
GT 7 Pro,471,16,256,200,5000,7.1,44,1,3.7,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pixel Fold 2,947,6,128,12,6000,7.2,120,0,4.2,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy Z Fold6,230,6,256,108,4500,6.4,33,0,3.7,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Galaxy A75,753,12,1024,48,6000,7.1,65,1,3.6,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 12,118,8,64,48,6000,6.2,44,1,4.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
OnePlus 12,926,4,256,12,4500,6.9,44,0,4.2,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
X100 Pro,112,16,512,12,4500,6.7,33,1,4.5,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
C65,298,16,128,12,4000,6.1,44,0,4.5,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 7a,1080,8,1024,12,4500,6.7,120,0,4.5,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
GT 7 Pro,634,8,64,12,4000,6.9,65,1,4.4,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 16 Pro Max,727,12,512,64,5000,6.9,65,0,3.8,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
V29e,126,12,512,200,4000,5.6,18,1,3.7,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Redmi Note 14 Pro,380,8,64,48,5000,7.2,65,1,4.5,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Y100A,926,4,1024,12,4000,6.2,18,1,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
X100 Pro,1325,6,1024,200,5500,6.9,100,0,3.8,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Narzo 70,502,12,64,108,4500,6.2,65,0,5.0,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pixel 7a,501,12,128,48,5000,6.8,44,0,3.7,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
GT 7 Pro,631,4,128,48,5500,6.0,65,1,4.1,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Reno 11,770,12,1024,12,4500,5.9,120,0,3.9,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Nord CE 4 Lite,1414,8,64,48,5500,6.0,100,0,4.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy M55,281,12,256,50,6000,6.4,18,0,3.9,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
iPhone 15,1403,12,256,12,4500,6.1,33,1,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Pixel 9 Pro,709,12,512,108,5000,5.7,33,1,3.6,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Reno 12,545,4,128,200,4000,7.0,65,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
OnePlus 13R,909,8,256,12,5500,5.9,44,0,3.9,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
iPhone 16 Pro Max,1020,8,64,108,6000,6.2,33,1,4.4,2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mi 14,1231,4,128,50,6000,6.5,33,0,4.0,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pixel 9 Pro,969,16,256,108,6000,6.8,120,0,4.6,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy M55,447,16,512,48,5500,6.2,65,1,4.4,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Hot 40,1088,16,64,12,6000,6.5,33,1,4.1,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11 Pro+,910,6,512,108,5000,6.8,44,1,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
GT Neo 6,1072,6,1024,108,6000,6.3,100,0,4.2,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Poco X6 Pro,1062,12,256,12,5000,6.6,33,0,4.1,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pixel 8,761,4,64,200,6000,6.2,65,1,3.5,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
F27 Pro,933,4,512,108,4500,5.9,18,0,4.5,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Galaxy S24 Ultra,349,16,64,200,4000,6.5,120,1,4.5,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
OnePlus 12,665,6,1024,48,6000,6.9,18,0,4.4,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
X100 Pro,582,6,64,12,5000,7.0,100,0,4.3,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
OnePlus 13,883,16,1024,64,6000,5.7,100,0,4.3,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Galaxy M55,896,16,1024,108,4000,6.7,65,0,4.6,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11 Pro+,984,16,512,50,5500,6.2,18,0,3.6,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pixel 8,777,8,128,50,6000,7.1,120,0,3.6,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pixel 7a,1427,4,128,200,5000,6.9,33,1,3.8,2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mi 14,951,16,256,108,4000,6.0,44,0,4.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
iPhone 16 Pro,1043,4,1024,200,5500,5.6,65,0,4.3,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OnePlus 12,1483,12,512,50,5500,7.0,65,1,4.1,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Narzo 70,1249,4,512,108,6000,5.6,65,1,4.7,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
iPhone 14,1291,16,1024,64,4500,6.8,100,1,3.9,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
V30,1206,16,64,200,4000,6.6,18,1,4.0,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Reno 11,1225,16,1024,108,4000,6.0,65,1,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 16 Pro Max,1275,12,1024,50,4500,5.9,100,0,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Find X7,635,8,512,200,5000,6.0,65,0,4.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
GT 7 Pro,1080,12,64,200,4000,5.9,65,0,4.8,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
GT Neo 6,1147,16,256,50,5500,5.9,33,1,3.9,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
iPhone 16,1100,4,128,64,5500,6.1,44,1,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Find X7,730,8,128,108,4000,5.7,65,0,3.9,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Reno 11,892,4,1024,12,4500,6.7,100,1,4.7,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Poco X6 Pro,230,6,1024,64,4000,7.0,100,0,4.2,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
A98,820,4,1024,108,5000,6.4,44,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
OnePlus 13,830,16,64,48,6000,5.6,33,1,4.2,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Pixel 9 Pro,131,4,1024,200,6000,6.6,18,1,4.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Pixel 7a,1458,12,128,200,5500,6.7,18,0,4.4,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Reno 12,875,4,64,48,4000,7.2,33,0,3.8,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
F27 Pro,1479,6,256,200,5000,5.9,33,0,4.3,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy A75,375,12,512,50,5000,7.0,120,0,4.4,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
iPhone 16 Pro,1109,12,128,12,5500,6.6,65,0,3.6,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OnePlus 13R,1303,4,512,108,5500,6.6,65,1,3.8,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Find X7,413,6,64,200,4000,7.0,65,1,4.4,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GT 20 Pro,836,12,128,50,6000,6.8,33,1,5.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Pixel 9 Pro,1127,12,512,50,4000,6.5,33,0,3.6,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hot 40,533,4,512,200,5000,6.5,120,1,4.7,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
iPhone 15,170,6,512,48,5500,6.6,18,1,4.9,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pixel 8,520,8,512,108,4500,6.7,65,1,3.9,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy Z Fold6,419,4,128,64,6000,7.1,65,1,4.9,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Redmi Note 14 Pro,1475,8,256,108,5500,6.7,100,1,4.5,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Galaxy A75,699,6,512,50,4500,5.9,33,1,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Smart 8,1019,4,256,200,6000,6.8,18,0,3.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mi 13 Ultra,1436,8,256,64,4000,6.1,33,0,3.5,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Find X7,1391,8,256,50,5500,6.9,65,0,4.8,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Poco X6 Pro,1277,8,64,108,5000,7.0,44,0,4.2,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Pixel 7a,122,4,64,200,6000,6.7,18,0,5.0,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Reno 11,1261,16,512,50,5500,6.3,65,1,3.9,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Find X7,186,8,512,48,6000,6.9,120,1,3.6,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
GT 20 Pro,1166,12,256,108,5000,7.0,65,1,4.9,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Galaxy S24 Ultra,482,12,128,50,4500,6.6,18,0,4.0,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Reno 12,948,4,1024,12,5500,5.9,120,0,4.4,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy M55,899,16,128,64,6000,5.9,18,1,3.9,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
